Date,Day,5p,6p,7p,8p,9p,10p
2018-09-17,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-18,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-19,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-20,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-21,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-22,Saturday,America's News HQ,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-09-23,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-09-24,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-25,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-26,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-27,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-28,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-09-29,Saturday,America's News HQ,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-09-30,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-10-01,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-02,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-03,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-04,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-05,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-06,Saturday,America's News HQ,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-10-07,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-10-08,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-09,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-10,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-11,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-12,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-13,Saturday,America's News HQ,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-10-14,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-10-15,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-16,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-17,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-18,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-19,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-20,Saturday,America's News HQ,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-10-21,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-10-22,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-23,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-24,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-25,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-26,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-27,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-10-28,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-10-29,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-30,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-10-31,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-01,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-02,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-03,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-11-04,Sunday,The Five,,Fox News Sunday With Chris Wallace,Election Special,The Next Revolution With Steve Hilton,
2018-11-05,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-06,Tuesday,The Five,,,,,
2018-11-07,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-08,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-09,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-10,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-11-11,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-11-12,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-13,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-14,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-15,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-16,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-17,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-11-18,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-11-19,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-20,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-21,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-22,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-23,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-24,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-11-25,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-11-26,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-27,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-28,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-29,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-11-30,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-01,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-12-02,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-12-03,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-04,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-05,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-06,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-07,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-08,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-12-09,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-12-10,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-11,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-12,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-13,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-14,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-15,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-12-16,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-12-17,Monday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-18,Tuesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-19,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-20,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-21,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-22,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-12-23,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-12-24,Monday,The Five,Special Report With Bret Baier,,,,
2018-12-25,Tuesday,The Five,Special Report With Bret Baier,,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-26,Wednesday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-27,Thursday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-28,Friday,The Five,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,Hannity,The Ingraham Angle
2018-12-29,Saturday,,,,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2018-12-30,Sunday,The Greg Gutfeld Show,,Fox News Sunday With Chris Wallace,,The Next Revolution With Steve Hilton,
2018-12-31,Monday,,Special Report With Bret Baier,,,,
