Date,Day,5p,6p,7p,8p,9p,10p
2016-09-19,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-20,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-21,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-22,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-23,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-24,Saturday,The Five,America's Election HQ,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-09-25,Sunday,Perino & Stirewalt: I'll Tell You What,Special Report With Bret Baier,Fox Report Sunday,Special Report With Bret Baier,The Kelly File,Hannity
2016-09-26,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,FOX News Special: Presidential Debate #1 (2 hours),
2016-09-27,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-28,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-29,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-30,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-01,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-10-02,Sunday,Perino & Stirewalt: I'll Tell You What,America's Election HQ,Fox Report Sunday,Special Report With Bret Baier,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-10-03,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-04,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,FOX News Special: Vice Presidential Debate (2 hours),
2016-10-05,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-06,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-07,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-08,Saturday,Perino & Stirewalt: I'll Tell You What,Special Report With Bret Baier,Fox Report Saturday,Perino & Stirewalt: I'll Tell You What,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-10-09,Sunday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,Presidential Candidates Debate (2 hours),
2016-10-10,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-11,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-12,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-13,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-14,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-15,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,The O'Reilly Factor,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-10-16,Sunday,Perino & Stirewalt: I'll Tell You What,America's Election HQ,Fox Report Sunday,Special Report With Bret Baier,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-10-17,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-18,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-19,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,Presidential Candidates Debate (2 hours),
2016-10-20,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-21,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-22,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-10-23,Sunday,Perino & Stirewalt: I'll Tell You What,America's Election HQ,Fox Report Sunday,Special Report With Bret Baier,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-10-24,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-25,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-26,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-27,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-28,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-10-29,Saturday,Trump & The Millennial Vote,America's Election HQ,Fox Report Saturday,America's Election HQ,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-10-30,Sunday,Perino & Stirewalt: I'll Tell You What,America's Election HQ,Fox Report Sunday,Special Report With Bret Baier,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-10-31,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-01,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-02,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-03,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-04,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-05,Saturday,The Five,Special Report With Bret Baier,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-11-06,Sunday,Perino & Stirewalt: I'll Tell You What,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-07,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-08,Tuesday,The Five,America's Election HQ (7 hours),,,,
2016-11-09,Wednesday,The Five,Special Report With Bret Baier (2 hours),,The O'Reilly Factor,The Kelly File,Hannity
2016-11-10,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-11,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-12,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-11-13,Sunday,The Five,America's News HQ,Fox Report Sunday,,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-11-14,Monday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,,
2016-11-15,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-16,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-17,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-18,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,OBJECTified: Donald Trump
2016-11-19,Saturday,America's News HQ (2 hours),,Fox Report Saturday,OBJECTified: Donald Trump,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-11-20,Sunday,Fox News Reporting,America's News HQ,Fox Report Sunday,OBJECTified: Donald Trump,Fox News Reporting,Fox News Sunday With Chris Wallace
2016-11-21,Monday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-11-22,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-11-23,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-11-24,Thursday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,Fox News Reporting,OBJECTified: Donald Trump,
2016-11-25,Friday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-11-26,Saturday,,America's News HQ,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-11-27,Sunday,Fox News Reporting,America's News HQ,Fox Report Sunday,,,Fox News Sunday With Chris Wallace
2016-11-28,Monday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-11-29,Tuesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-11-30,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-01,Thursday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-02,Friday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-03,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-12-04,Sunday,Hannity,America's News HQ,Fox Report Sunday,OBJECTified: Donald Trump,Fox News Reporting,Fox News Sunday With Chris Wallace
2016-12-05,Monday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-06,Tuesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-07,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-08,Thursday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-09,Friday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-10,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-12-11,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-12-12,Monday,The Five,Special Report With Bret Baier,,The O'Reilly Factor,The Kelly File,Hannity
2016-12-13,Tuesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-14,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-15,Thursday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-16,Friday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-17,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-12-18,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,,Watters' World,Fox News Sunday With Chris Wallace
2016-12-19,Monday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-20,Tuesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-21,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-22,Thursday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-23,Friday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-24,Saturday,,Fox News Reporting,Fox Report Saturday,,Fox News Reporting,OBJECTified: Donald Trump
2016-12-25,Sunday,,,Fox Report Sunday,,,Fox News Sunday With Chris Wallace
2016-12-26,Monday,The Five,,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-27,Tuesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-28,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-29,Thursday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-30,Friday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2016-12-31,Saturday,The Greg Gutfeld Show,America's News HQ,Fox Report Saturday,Countdown to 2017 (2 hours),,Countdown to 2017
2017-01-01,Sunday,The Greg Gutfeld Show,Fox News Reporting,Fox Report Sunday,,,The Greg Gutfeld Show
2017-01-02,Monday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2017-01-03,Tuesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2017-01-04,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2017-01-05,Thursday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2017-01-06,Friday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,,The Kelly File,Hannity
2017-01-07,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-01-08,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,,The Assange Interview,Fox News Sunday With Chris Wallace
2017-01-09,Monday,The Five,Special Report With Bret Baier (2 hours),,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-10,Tuesday,The Five,Special Report With Bret Baier (2 hours),,,Tucker Carlson Tonight,Hannity
2017-01-11,Wednesday,The Five,Special Report With Bret Baier (2 hours),,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-12,Thursday,The Five,Special Report With Bret Baier (2 hours),,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-13,Friday,The Five (3 hours),,,The O'Reilly Factor,Tucker Carlson Tonight,
2017-01-14,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-01-15,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Three Days in January: A Fox News Special,Watters' World,Fox News Sunday With Chris Wallace
2017-01-16,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-17,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-18,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-19,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-20,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity (2 hours)
2017-01-21,Saturday,The Five,Special Report With Bret Baier,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-01-22,Sunday,,America's News HQ,Fox Report Sunday,Special Report With Bret Baier,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-01-23,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-24,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,
2017-01-25,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-26,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-27,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-28,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-01-29,Sunday,Perino & Stirewalt: I'll Tell You What,America's News HQ,Fox Report Sunday,,Justice With Judge Jeanine,Fox News Reporting
2017-01-30,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-01-31,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-01,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-02,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-03,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,,Hannity
2017-02-04,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-02-05,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Fox News Sunday With Chris Wallace,Fox Report Sunday
2017-02-06,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-07,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-08,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-09,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-10,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-11,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-02-12,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-02-13,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-14,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-15,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-16,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-17,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-18,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-02-19,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Hannity,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-02-20,Monday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2017-02-21,Tuesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2017-02-22,Wednesday,The Five,Special Report With Bret Baier,Tucker Carlson Tonight,The O'Reilly Factor,The Kelly File,Hannity
2017-02-23,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-24,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-25,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-02-26,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-02-27,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-02-28,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Presidential Address to the Joint Session of Congress (2 hours),
2017-03-01,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,,Tucker Carlson Tonight,Hannity
2017-03-02,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-03,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-04,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-03-05,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-03-06,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-07,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-08,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-09,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-10,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-11,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-03-12,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-03-13,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-14,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-15,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-16,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-17,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-18,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-03-19,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-03-20,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-21,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-22,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-23,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-24,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-25,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-03-26,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-03-27,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-28,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-29,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-30,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-03-31,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-01,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-04-02,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-04-03,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-04,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-05,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-06,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-07,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-08,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-04-09,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-04-10,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-11,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-12,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-13,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-14,Friday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-15,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-04-16,Sunday,The Greg Gutfeld Show,America's Election HQ,Fox Report Sunday,,,
2017-04-17,Monday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-18,Tuesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
